skills,certifications,experience_years,education_level,projects_completed,github_commits_per_year,soft_skills,expected_salary_lpa,job_role
"Excel, Data Visualization, Pandas",None,10.1,Bachelor's,17,231,"Attention to Detail, Creativity, Critical Thinking, Problem Solving",6.9,Data Analyst
"MLOps, LangChain, Scikit-learn",None,3.8,Bachelor's,6,194,"Critical Thinking, Problem Solving, Collaboration",14.5,AI Engineer
"Machine Learning, MLOps, Deep Learning, OpenCV",Deep Learning Specialization,7.0,Diploma,10,214,"Teamwork, Time Management, Problem Solving",4.8,AI Engineer
"Python, Keras, TensorFlow",None,4.0,Master's,3,326,"Problem Solving, Time Management",12.2,AI Engineer
"Python, Tableau, NumPy, R",IBM Data Analyst,4.6,PhD,14,129,"Critical Thinking, Collaboration, Communication, Time Management",9.3,Data Analyst
"LangChain, Hugging Face, Scikit-learn, Machine Learning, TensorFlow, PyTorch",AWS Machine Learning,3.2,PhD,7,187,"Communication, Creativity",17.7,AI Engineer
"TypeScript, REST APIs, MySQL",AWS Cloud Practitioner,3.7,Bachelor's,24,294,"Critical Thinking, Attention to Detail, Adaptability, Creativity",7.1,Web Developer
"Python, Keras, OpenCV",AWS Machine Learning,2.4,Master's,13,244,"Communication, Attention to Detail, Creativity, Leadership",17.3,AI Engineer
"Hugging Face, LangChain, Python, PyTorch, TensorFlow",AWS Machine Learning,1.9,PhD,13,139,"Problem Solving, Time Management",11.7,AI Engineer
"Node.js, HTML, REST APIs, Angular",None,1.4,Bachelor's,19,360,"Problem Solving, Adaptability, Collaboration, Time Management",11.6,Web Developer
"SPSS, NumPy, Pandas, Tableau, Power BI",None,2.9,Master's,19,244,"Creativity, Communication",15.0,Data Analyst
"OpenCV, Scikit-learn, Hugging Face, Deep Learning, PyTorch, Machine Learning",Microsoft Azure AI,9.0,Master's,9,308,"Time Management, Problem Solving, Attention to Detail, Creativity",17.3,AI Engineer
"SQL, SPSS, Power BI, Excel, NumPy",SAS Certified Analyst,3.9,Master's,12,88,"Time Management, Creativity",7.4,Data Analyst
"Hugging Face, Machine Learning, Scikit-learn, MLOps",None,8.8,Bachelor's,14,206,"Teamwork, Communication, Creativity",17.5,AI Engineer
"SQL, SPSS, NumPy, R, Tableau",AWS Data Analytics,4.3,Master's,8,110,"Time Management, Attention to Detail, Leadership",5.0,Data Analyst
"LangChain, Deep Learning, OpenCV, PyTorch",NVIDIA Deep Learning,7.2,Bachelor's,12,206,"Adaptability, Creativity, Critical Thinking, Teamwork",20.2,AI Engineer
"Docker, MySQL, TypeScript, MongoDB",AWS Cloud Practitioner,6.0,Bachelor's,22,310,"Problem Solving, Leadership, Critical Thinking, Teamwork",13.2,Web Developer
"MySQL, JavaScript, CSS, Vue.js, React",AWS Cloud Practitioner,4.0,Bachelor's,25,318,"Problem Solving, Leadership, Time Management",7.5,Web Developer
"HTML, Docker, CSS, PHP, JavaScript, MongoDB",React Developer Certification,8.9,Bachelor's,11,257,"Communication, Problem Solving, Critical Thinking",14.0,Web Developer
"CSS, PHP, HTML, Node.js, Vue.js",Google UX Design,5.1,Bachelor's,18,284,"Problem Solving, Teamwork",8.1,Web Developer
"TensorFlow, Machine Learning, Deep Learning, NLP",None,3.5,Bachelor's,6,275,"Critical Thinking, Leadership, Adaptability, Time Management",14.8,AI Engineer
"PHP, MongoDB, Node.js",Node.js Certification,4.0,Diploma,16,289,"Leadership, Time Management, Adaptability, Teamwork",13.0,Web Developer
"Hugging Face, TensorFlow, PyTorch",None,2.9,PhD,10,170,"Problem Solving, Creativity",14.9,AI Engineer
"MySQL, REST APIs, TypeScript, Node.js, CSS, JavaScript",None,6.8,Diploma,21,376,"Teamwork, Collaboration",14.2,Web Developer
"JavaScript, TypeScript, Angular, CSS, REST APIs",AWS Cloud Practitioner,2.1,Bachelor's,21,288,"Critical Thinking, Problem Solving",16.3,Web Developer
"Angular, React, CSS, PHP",AWS Cloud Practitioner,3.2,Master's,11,336,"Time Management, Collaboration, Attention to Detail",9.4,Web Developer
"SPSS, NumPy, Data Visualization, Python, Google Analytics",None,4.9,Bachelor's,19,202,"Problem Solving, Time Management",9.1,Data Analyst
"MySQL, MongoDB, CSS, HTML",None,4.1,Master's,17,403,"Communication, Critical Thinking, Creativity, Leadership",7.0,Web Developer
"TypeScript, JavaScript, PHP, Vue.js",Node.js Certification,2.0,Master's,16,254,"Time Management, Critical Thinking, Problem Solving, Leadership",8.4,Web Developer
"TypeScript, PHP, Vue.js",MongoDB Developer,6.7,Bachelor's,21,426,"Problem Solving, Communication, Leadership, Attention to Detail",9.6,Web Developer
"Scikit-learn, Deep Learning, Keras",None,7.1,Master's,14,303,"Creativity, Problem Solving, Teamwork",4.5,AI Engineer
"HTML, Vue.js, Docker, MySQL, CSS, Angular",React Developer Certification,7.4,Master's,10,238,"Leadership, Creativity",8.6,Web Developer
"LangChain, OpenCV, Keras, Scikit-learn, Machine Learning",None,9.2,Master's,14,339,"Teamwork, Time Management, Critical Thinking, Adaptability",12.5,AI Engineer
"LangChain, Keras, Machine Learning, PyTorch",Microsoft Azure AI,6.0,Master's,5,234,"Creativity, Leadership",18.4,AI Engineer
"Angular, REST APIs, MongoDB, MySQL, Vue.js",None,5.4,Master's,14,310,"Adaptability, Attention to Detail",8.6,Web Developer
"SPSS, NumPy, Python, Google Analytics, SQL",Google Data Analytics,2.2,Bachelor's,11,291,"Attention to Detail, Problem Solving",7.7,Data Analyst
"HTML, TypeScript, MySQL, Vue.js, Angular, Power BI",Google UX Design,7.3,Master's,23,246,"Critical Thinking, Collaboration",10.2,Web Developer
"REST APIs, MySQL, Docker",None,3.7,Bachelor's,32,361,"Creativity, Attention to Detail, Leadership, Critical Thinking",10.1,Web Developer
"Angular, Vue.js, React, JavaScript, PHP, Node.js",Meta Frontend Developer,7.9,Master's,18,379,"Teamwork, Adaptability, Collaboration",14.7,Web Developer
"Node.js, PHP, TypeScript, React, Machine Learning",Meta Frontend Developer,2.4,Bachelor's,17,325,"Time Management, Critical Thinking, Adaptability, Teamwork",11.2,Web Developer
"R, Excel, Pandas, SQL, Tableau",AWS Data Analytics,4.3,Bachelor's,2,246,"Communication, Leadership",7.4,Data Analyst
"MySQL, REST APIs, TypeScript",Meta Frontend Developer,7.3,Bachelor's,19,109,"Attention to Detail, Leadership",9.4,Web Developer
"Google Analytics, Data Visualization, NumPy, SPSS, SQL, Pandas",IBM Data Analyst,4.3,Diploma,15,133,"Leadership, Creativity, Teamwork, Attention to Detail",10.2,Data Analyst
"Scikit-learn, MLOps, PyTorch, LangChain, Python, Hugging Face",Deep Learning Specialization,6.1,PhD,8,245,"Teamwork, Communication",17.6,AI Engineer
"Google Analytics, SPSS, Pandas, Power BI",AWS Data Analytics,2.6,Bachelor's,1,52,"Problem Solving, Leadership",3.9,Data Analyst
"MongoDB, MySQL, PHP, Python",Meta Frontend Developer,2.8,Bachelor's,24,265,"Collaboration, Creativity",8.1,Web Developer
"Tableau, R, NumPy, Pandas",SAS Certified Analyst,3.0,Bachelor's,18,213,"Collaboration, Critical Thinking, Time Management, Problem Solving",11.5,Data Analyst
"TensorFlow, PyTorch, Scikit-learn",IBM AI Engineering,1.3,Master's,11,215,"Creativity, Critical Thinking, Adaptability",14.7,AI Engineer
"MySQL, CSS, PHP, React, Angular",Node.js Certification,4.6,Bachelor's,20,361,"Communication, Creativity",12.9,Web Developer
"Pandas, SQL, R, Statistics",Microsoft Power BI,2.7,Master's,12,274,"Adaptability, Collaboration, Teamwork",13.9,Data Analyst
"Google Analytics, SQL, SPSS, Statistics",AWS Data Analytics,2.4,Bachelor's,4,190,"Attention to Detail, Collaboration",9.3,Data Analyst
"Tableau, Power BI, Data Visualization, R",Tableau Desktop Specialist,3.0,Bachelor's,13,214,"Problem Solving, Time Management, Adaptability, Attention to Detail",5.6,Data Analyst
"Hugging Face, TensorFlow, Python",IBM AI Engineering,5.0,Bachelor's,12,215,"Creativity, Adaptability, Teamwork",15.6,AI Engineer
"TypeScript, JavaScript, MySQL",Node.js Certification,4.6,Master's,21,328,"Adaptability, Critical Thinking, Teamwork",6.8,Web Developer
"R, SPSS, Pandas, Google Analytics",Google Data Analytics,6.0,Bachelor's,10,229,"Communication, Leadership, Collaboration, Teamwork",9.4,Data Analyst
"Pandas, NumPy, Google Analytics",IBM Data Analyst,1.1,Bachelor's,17,102,"Problem Solving, Adaptability, Collaboration",6.6,Data Analyst
"R, SPSS, Google Analytics, NumPy, Python",None,6.1,Master's,18,206,"Time Management, Collaboration, Creativity, Attention to Detail",11.1,Data Analyst
"SPSS, Power BI, Data Visualization",Google Data Analytics,3.1,Bachelor's,13,222,"Communication, Collaboration, Time Management",7.8,Data Analyst
"Node.js, Vue.js, MongoDB",MongoDB Developer,9.5,Bachelor's,17,304,"Adaptability, Communication",10.7,Web Developer
"TypeScript, REST APIs, Docker, React, MySQL, MongoDB",Node.js Certification,5.7,Master's,18,348,"Collaboration, Teamwork",8.4,Web Developer
"NLP, Machine Learning, Scikit-learn",Microsoft Azure AI,7.4,Master's,8,136,"Teamwork, Leadership, Adaptability, Critical Thinking",15.1,AI Engineer
"Scikit-learn, Hugging Face, Machine Learning, TensorFlow",AWS Machine Learning,9.7,Master's,5,256,"Adaptability, Leadership",11.0,AI Engineer
"Pandas, R, Google Analytics, Excel, Statistics",IBM Data Analyst,3.0,Master's,13,180,"Problem Solving, Adaptability, Communication",13.6,Data Analyst
"HTML, Vue.js, Docker, REST APIs, Google Analytics",None,3.3,Bachelor's,20,231,"Adaptability, Teamwork, Leadership",12.0,Web Developer
"LangChain, NLP, Machine Learning, PyTorch, Python",IBM AI Engineering,2.1,Master's,6,274,"Attention to Detail, Leadership, Creativity",13.8,AI Engineer
"React, TypeScript, MongoDB, Angular",Google UX Design,6.2,Bachelor's,7,93,"Teamwork, Problem Solving",14.2,Web Developer
"NLP, Keras, Hugging Face, Machine Learning, OpenCV",AWS Machine Learning,7.3,Master's,7,194,"Creativity, Adaptability, Communication, Time Management",10.3,AI Engineer
"Machine Learning, NLP, PyTorch, OpenCV",Google TensorFlow Developer,3.7,Diploma,12,211,"Leadership, Collaboration, Problem Solving, Time Management",4.8,AI Engineer
"MLOps, Keras, Machine Learning, Deep Learning, Python",IBM AI Engineering,3.6,PhD,12,240,"Leadership, Critical Thinking",7.8,AI Engineer
"Machine Learning, OpenCV, NLP, Keras, PyTorch, MLOps",Deep Learning Specialization,5.2,Master's,12,89,"Time Management, Problem Solving",12.7,AI Engineer
"Data Visualization, Google Analytics, Pandas, R, Excel",Microsoft Power BI,2.5,Diploma,12,162,"Adaptability, Teamwork",5.2,Data Analyst
"CSS, Node.js, HTML",React Developer Certification,2.8,Diploma,11,390,"Communication, Teamwork",11.5,Web Developer
"SPSS, Data Visualization, Google Analytics, Pandas, NLP",AWS Data Analytics,7.3,Bachelor's,9,267,"Problem Solving, Collaboration, Communication, Adaptability",6.7,Data Analyst
"NLP, Python, Deep Learning, Hugging Face",Google TensorFlow Developer,4.0,Bachelor's,12,313,"Problem Solving, Communication, Teamwork, Leadership",14.5,AI Engineer
"NumPy, Statistics, R, Excel, Tableau",Tableau Desktop Specialist,5.8,Bachelor's,9,202,"Collaboration, Creativity",12.1,Data Analyst
"HTML, MySQL, TypeScript",MongoDB Developer,8.1,PhD,21,288,"Collaboration, Adaptability",10.8,Web Developer
"Excel, Power BI, Tableau, R, SPSS, SQL",Tableau Desktop Specialist,4.4,Master's,15,146,"Creativity, Communication",7.4,Data Analyst
"REST APIs, Docker, React",Google UX Design,11.2,Diploma,27,312,"Attention to Detail, Leadership, Teamwork",13.8,Web Developer
"React, MySQL, HTML, MongoDB, Vue.js, Docker",Google UX Design,5.3,Bachelor's,18,285,"Problem Solving, Leadership, Communication",8.3,Web Developer
"HTML, Node.js, MySQL",Google UX Design,4.0,Bachelor's,17,334,"Adaptability, Leadership, Attention to Detail, Collaboration",10.0,Web Developer
"Data Visualization, Excel, Python, Pandas, Google Analytics, R",AWS Data Analytics,3.4,Bachelor's,9,298,"Time Management, Leadership",7.7,Data Analyst
"REST APIs, Angular, React, MongoDB",None,10.2,Diploma,27,183,"Critical Thinking, Problem Solving, Teamwork, Attention to Detail",10.9,Web Developer
"MongoDB, REST APIs, Node.js",AWS Cloud Practitioner,4.8,Master's,17,232,"Leadership, Time Management, Creativity, Communication",14.0,Web Developer
"Node.js, Vue.js, HTML",MongoDB Developer,8.5,Bachelor's,20,231,"Creativity, Leadership",9.7,Web Developer
"OpenCV, Keras, NLP, MLOps, Python, Scikit-learn",None,7.8,Master's,3,168,"Creativity, Communication, Leadership, Teamwork",9.4,AI Engineer
"OpenCV, Machine Learning, Keras",None,9.6,Master's,12,158,"Attention to Detail, Communication, Leadership",11.1,AI Engineer
"Docker, CSS, TypeScript, HTML",Meta Frontend Developer,2.9,Diploma,20,214,"Creativity, Communication, Teamwork, Problem Solving",10.5,Web Developer
"Machine Learning, PyTorch, OpenCV, Hugging Face, MLOps, Keras",Google TensorFlow Developer,4.6,Master's,13,219,"Leadership, Time Management",11.1,AI Engineer
"CSS, Vue.js, JavaScript",Google UX Design,4.5,Diploma,15,377,"Creativity, Communication, Time Management, Adaptability",6.0,Web Developer
"React, Angular, REST APIs, MySQL, MongoDB",Google UX Design,3.9,Bachelor's,13,345,"Adaptability, Problem Solving, Leadership, Time Management",11.3,Web Developer
"SQL, Google Analytics, SPSS, Pandas, Vue.js",SAS Certified Analyst,5.6,Bachelor's,11,127,"Time Management, Critical Thinking",13.0,Data Analyst
"Deep Learning, Hugging Face, Python, NLP, Keras, R",None,2.2,Master's,6,158,"Critical Thinking, Time Management",15.0,AI Engineer
"Statistics, Python, Power BI, Excel, Pandas",Google Data Analytics,2.2,Master's,5,245,"Collaboration, Teamwork",5.8,Data Analyst
"React, MySQL, Node.js, Docker",Google UX Design,2.4,Bachelor's,26,302,"Time Management, Adaptability",10.3,Web Developer
"Google Analytics, Excel, Data Visualization, Python, NumPy, Pandas, Angular",None,8.7,Bachelor's,8,212,"Problem Solving, Attention to Detail, Critical Thinking, Communication",13.9,Data Analyst
"Statistics, Google Analytics, Excel, Power BI",None,8.0,Master's,10,81,"Collaboration, Adaptability, Critical Thinking",13.3,Data Analyst
"Keras, Python, MLOps, Machine Learning, TensorFlow, Deep Learning",Deep Learning Specialization,4.0,PhD,6,248,"Leadership, Communication, Teamwork",10.5,AI Engineer
"OpenCV, PyTorch, Scikit-learn, MLOps, LangChain, Hugging Face",None,1.5,Bachelor's,11,391,"Time Management, Adaptability",19.8,AI Engineer
"Pandas, R, SPSS, SQL",SAS Certified Analyst,5.7,Bachelor's,22,151,"Critical Thinking, Time Management, Creativity",9.6,Data Analyst
"NumPy, Statistics, SQL, Power BI, Google Analytics, Tableau",Microsoft Power BI,4.3,Diploma,12,140,"Leadership, Critical Thinking",6.1,Data Analyst
"Deep Learning, PyTorch, NLP, Python, Hugging Face",None,3.7,Master's,6,342,"Collaboration, Creativity",20.1,AI Engineer
"Pandas, R, SQL",None,8.0,Bachelor's,13,194,"Problem Solving, Adaptability",12.9,Data Analyst
"Docker, REST APIs, TypeScript, CSS, Angular",Meta Frontend Developer,5.3,Bachelor's,23,163,"Leadership, Creativity, Collaboration",11.1,Web Developer
"TypeScript, PHP, CSS",AWS Cloud Practitioner,11.0,Master's,26,364,"Adaptability, Critical Thinking",13.1,Web Developer
"Data Visualization, Google Analytics, Python, Pandas, SPSS, Tableau, MongoDB",None,0.7,Bachelor's,19,69,"Leadership, Problem Solving",11.9,Data Analyst
"JavaScript, CSS, MySQL",React Developer Certification,8.6,Master's,19,257,"Teamwork, Creativity, Adaptability",9.1,Web Developer
"MongoDB, CSS, REST APIs",Node.js Certification,0.8,Bachelor's,17,228,"Time Management, Critical Thinking, Teamwork, Communication",13.5,Web Developer
"R, Power BI, Google Analytics",IBM Data Analyst,7.7,Diploma,17,70,"Attention to Detail, Creativity, Collaboration, Adaptability",8.3,Data Analyst
"Keras, LangChain, NLP, Machine Learning, Python",None,10.1,Master's,5,224,"Creativity, Communication",6.5,AI Engineer
"PyTorch, Python, NLP, LangChain, OpenCV, NumPy",Google TensorFlow Developer,3.8,Master's,5,209,"Collaboration, Critical Thinking, Leadership, Creativity",15.5,AI Engineer
"Tableau, R, Pandas",None,4.9,Master's,10,274,"Adaptability, Communication",11.9,Data Analyst
"PyTorch, Hugging Face, NLP, LangChain, Deep Learning, MLOps",Microsoft Azure AI,3.8,Master's,4,170,"Collaboration, Problem Solving, Attention to Detail, Teamwork",10.9,AI Engineer
"Docker, CSS, JavaScript, MySQL",AWS Cloud Practitioner,7.4,Master's,13,150,"Time Management, Critical Thinking",13.3,Web Developer
"Statistics, Excel, Power BI",Tableau Desktop Specialist,4.2,Bachelor's,16,191,"Problem Solving, Attention to Detail",7.9,Data Analyst
"MySQL, TypeScript, Node.js, React",Node.js Certification,3.3,Bachelor's,19,245,"Time Management, Leadership, Teamwork, Adaptability",11.2,Web Developer
"REST APIs, Vue.js, Docker",React Developer Certification,1.7,Bachelor's,27,163,"Leadership, Problem Solving",13.5,Web Developer
"Pandas, Google Analytics, Power BI, NumPy, SPSS, Data Visualization",SAS Certified Analyst,9.8,Diploma,9,129,"Critical Thinking, Problem Solving",7.0,Data Analyst
"OpenCV, NLP, LangChain, TensorFlow, Angular",AWS Machine Learning,8.0,Master's,11,222,"Creativity, Collaboration, Adaptability, Teamwork",10.8,AI Engineer
"Docker, Vue.js, MySQL, Angular, Node.js, CSS",AWS Cloud Practitioner,3.3,Bachelor's,13,277,"Creativity, Adaptability",11.4,Web Developer
"Node.js, Angular, JavaScript",MongoDB Developer,6.4,Bachelor's,25,219,"Collaboration, Communication, Attention to Detail",6.1,Web Developer
"Python, TensorFlow, PyTorch, Hugging Face",None,4.3,Bachelor's,7,227,"Problem Solving, Time Management, Collaboration, Communication",14.8,AI Engineer
"NumPy, Data Visualization, R, Google Analytics, SPSS",Tableau Desktop Specialist,4.2,Diploma,12,274,"Time Management, Attention to Detail, Critical Thinking, Leadership",12.4,Data Analyst
"Python, Machine Learning, Keras, Deep Learning, Scikit-learn, PyTorch",AWS Machine Learning,3.6,PhD,2,326,"Attention to Detail, Leadership, Teamwork, Creativity",13.2,AI Engineer
"Python, Data Visualization, Power BI, SPSS, SQL, Excel",SAS Certified Analyst,0.8,Bachelor's,12,236,"Leadership, Time Management",7.0,Data Analyst
"Power BI, Data Visualization, Statistics, Google Analytics",AWS Data Analytics,9.4,Master's,5,141,"Leadership, Adaptability, Time Management",8.1,Data Analyst
"Statistics, Tableau, SQL, Data Visualization, Power BI",Microsoft Power BI,8.8,Bachelor's,15,151,"Critical Thinking, Time Management, Teamwork",9.2,Data Analyst
